Team Number,Team Name,Region
17973,Techno Trees,Colorado
17975,Botmasterz,Michigan
17977,Omni-Future,Texas Central
17978,Robo Kai (Fenwick),Ohio
17980,NaN,Jamaica
17986,904 Robo Eagles,Florida
17993,Robot Crusaders,Michigan
17994,Ragnabotics,Indiana
18003,Paladins of St Paul,Australia
18009,AGS Eye of the Storm,Georgia
18013,Cuivre & Or,Quebec
18014,Empower 1,Georgia
18015,Omega Squad,Washington
18017,Pionniers,Quebec
18026,SGBOTS,Romania
18030,ViperBots Leviathan,Texas Central
18035,Reconnecting...,Pennsylvania
18045,Rusty Nail Robotics,North Dakota
18050,Team Photon,Iowa
18051,Robotic Llamas,New Jersey
18052,Perryville Robotics Gonkies,Chesapeake
18061,Simply Complex 18061,New Jersey
18063,Batteries Not Included,Missouri
18064,Flex Capacitors,Texas Houston
18065,Repeat Error,Texas Houston
18066,BENDERMINDS,Brazil
18069,Java Dragons,South Carolina
18071,Brainiac Maniacs,Texas Houston
18072,BCS Battery Acid,Texas North
18079,Accidental Success,Washington
18082,Maniac Mechanics,Minnesota
18092,Techno Trojans - Blue,Michigan
18093,SWAT 2.0,Illinois
18094,BASIS Batteries Not Included,Texas Central
18095,Haywired! Robotics,Utah
18098,Hydraulic H0rnets,Iowa
18099,G-R Overdrive,Colorado
18103,Nth Degree,Chesapeake
18104,SLMS Saber Cats,Washington
18108,High Voltage,Oregon
18118,Mindstorm Troopers,Missouri
18119,Mostly Operational,Oregon
18121,MiT - Mercenaries in Training,Texas North
18127,All Hands on Tech,Oregon
18133,Some Kids,California Northern
18139,Rebel Robotics,Iowa
18140,TBD (Thunder Bolts in Disguise),Texas Houston
18142,FusionTech,California San Diego
18145,Men in Black Jax,Florida
18147,The Imposters,Florida
18149,Cybernetic Squirrels,Illinois
18151,The Flux Capacitors,New Hampshire
18153,NDACouGears,Massachusetts
18158,The Futuristics,Ontario
18160,4D-Robotics,Romania
18167,ERA FTC: Team 1,Minnesota
18172,Uplift Robotics,Florida
18174,MISHines,Indiana
18175,Techies,North Carolina
18183,Rounded Cube,Illinois
18185,Lightbotics,Alaska
18187,Sheldon1,Australia
18200,MSTM Techno Devils,Iowa
18203,MCII,Nevada
18208,Trinity Titans,Kentucky
18209,Full Stop,Rhode Island
18211,The CMS Office Supplies,Colorado
18215,WISARDs with Cattitude,Washington
18221,Meta^Infinity,Connecticut
18224,Lupine,Massachusetts
18225,High Definition,Washington
18227,Area 52,Texas North
18228,Red BotBuilders,Australia
18230,luminUs,Chesapeake
18233,Mercy Mechs,California Northern
18239,Washakie Robotics,Wyoming
18240,RoboScout Squad,Montana
18241,Outer Galaxy,New Jersey
18244,Hestia,Texas Central
18247,Build-A-Bot,California Northern
18248,GCC_FTC1,Australia
18249,RHS Robotics,Washington
18253,Beach Bots,California Southern
18254,The InZain Bots,California Northern
18255,Stealth Robotics,Illinois
18258,Doomba,Florida
18260,RoboJags,Texas South
18263,HIGH VOLTAGE,California San Diego
18264,TheElectronovas,Chesapeake
18268,SYCATECH,Israel
18270,RoboPlayers,Texas North
18271,RoBawks,California Northern
18274,PR0J3C7 P4R4D0X,Oklahoma
18275,SubZero,Ohio
18280,Knights Robotics 1,Louisiana
18282,Wires2Spark,Washington
18284,Indeterminate Forms,Pennsylvania
18291,Mech Warriors,Arizona
18292,The Dysfunctionals,Missouri
18305,Singularity,Chesapeake
18306,STEM Cells,Australia
18308,'RocketForge'- Midlands STEMbotics,South Carolina
18309,Dream Machines,California Northern
18310,Smith Squad,Texas North
18312,Da Geese of Freedom,Arizona
18317,Steel Eels,Florida
18318,Matador Robotics,Texas West & Panhandle
18327,Wheat Squad,Texas North
18338,StarTech,Romania
18339,Super Servos,Wisconsin
18340,Polaris Robotics,California Northern
18341,MechRams,Mexico
18351,Bubbert Innovations,Vermont
18359,Robo Ducks,Australia
18360,Definitely NOT the Geese,Australia
18362,Shark Sub,Australia
18363,Pandoraâs Box,Australia
18364,The Bravo Seals,Mississippi
18365,Dapper RoboNoodles,California San Diego
18366,Robolution,Connecticut
18370,Can't Stop Won't Stop,Mississippi
18373,Blizzard Robotics,California Northern
18375,Robo Tribe: Red Fury,Indiana
18380,Stinger Robotics Team Hive,Louisiana
18381,RAM Eaters,Chesapeake
18385,SHIVA Atomatrons,Florida
18386,Parallax Robotics,Ohio
18387,Mallrats,Pennsylvania
18389,"Mary Persons HS1 - ""Serverous""",Georgia
18392,Hayti Indians 573,Missouri
18393,Captcha Crew,Louisiana
18395,Sojourner1,California Southern
18397,Aztechs,Iowa
18410,Lego Queens of Girl Scout Troop 2612,Oklahoma
18415,The Hoplites,Missouri
18419,VCMS1,Nevada
18420,Metal Masters,Arizona
18421,Unscheduled Disassembly,Arizona
18422,LYBOTICS Wizards Team,Libya
18425,Ubbo Tech Team,Netherlands
18429,Ellis Robotics,Pennsylvania
18432,LYBOTICS Scout Team,Libya
18433,MakeShift Tech,Ontario
18434,East Jackson Blue Eagles,Georgia
18436,Basan,Pennsylvania
18438,Wolfpack Machina,Massachusetts
18442,Gear Rotation,Chesapeake
18443,Galactic Lions - Cygnus,Georgia
18444,STS Robotics 18444,Alberta
18445,BinaryBots,Arizona
18448,LYBOTICS Castle Team,Libya
18450,Webber Sparklekittens,Alberta
18457,GatorBytes,California Southern
18458,Battery Chargerz,Texas Central
18463,Team Rocinante,Missouri
18464,Team Serenity,Missouri
18466,Mastermindz,California Northern
18472,RoboKnights,Michigan
18474,The Robotic Bulldogs,Michigan
18477,BIGBRAINBOTS,Chesapeake
18482,Mechanical Soup,Iowa
18483,Buckar00s,Texas West & Panhandle
18484,p0gg3r$,Texas West & Panhandle
18487,TaCodeCats,Minnesota
18489,Bishop Connolly Cougars,Massachusetts
18492,Mukhtar Robotics Team,Libya
18498,LYBOTICS Change Team,Libya
18499,LYBOTICS Baxter Team,Libya
18500,Heheheha,Australia
18503,The Well Team 3,Texas West & Panhandle
18504,MAGIC BOTS,California Northern
18505,Something to do with Waffles,Indiana
18511,Pryor Tigers,Oklahoma
18514,STORM Masters,Texas Houston
18515,Junior Sharks 1,Texas Houston
18516,Mustangs 1,New York Excelsior
18518,Super Smash Bots,Florida
18519,Team Marvel-us,Texas Central
18520,CKSROBOTICS,Georgia
18523,Vertigo,Illinois
18524,Excalibur,Massachusetts
18527,PCM Alchemists,Iowa
18529,Rust In Piece Robotics,Illinois
18535,Fellowship of the Spring,Minnesota
18538,BASIS Java Beans,Arizona
18549,LYBOTICS Quanta Team,Libya
18552,Moscow Mechanics,Idaho
18553,Trash Pandas,Georgia
18554,Lilac Leopards,Georgia
18555,Unity High School TechSperts,Minnesota
18556,The Outlets,Georgia
18557,The Operators,Georgia
18560,Warbotics - 1655,Georgia
18562,TecsAhoy,Mexico
18568,Minimum Viable Product,California San Diego
18570,Swift PowerMech,Texas West & Panhandle
18571,Organized Chaos,Wisconsin
18575,MPS Buffs,Oklahoma
18577,Pro Buffs1,Oklahoma
18589,St. Pat's Celtic Silverfish,British Columbia
18597,RoboClovers,Georgia
18599,3 Bros,Missouri
18600,Lord Xenu's Fan Club,Missouri
18602,Reboot,Chesapeake
18603,TeraBridges,Pennsylvania
18611,Blacks Bots,Australia
18613,Sanja Storm,Brazil
18616,Radical Robotics,Vermont
18619,BuccaNEERS,Florida
18621,PioNerds White,Minnesota
18624,Designosaurs,Louisiana
18625,Trivium Knightmares,Arizona
18627,Collegiate NanoKnights,Texas South
18629,Collegiate GigaKnights,Texas South
18630,Collegiate MegaKnights,Texas South
18634,Webber Academy Cosmic Cats,Alberta
18638,Giant Wacky Waving Inflatable Arm Flailing Tube...,Indiana
18649,Lancer Robotics,Vermont
18650,Cookie Clickers,Vermont
18657,AIM Robotics,New York City
18658,Purple Rain,Louisiana
18660,RobotoCardinals,Colorado
18661,Arc Flash,Wisconsin
18663,Power Surge,Wisconsin
18664,Skyline Vikings,Alabama
18671,Faraday,New Jersey
18672,Battalion B0TS,Alaska
18682,Cyber Nights,Nevada
18686,Hog Riders,Indiana
18687,SoKno Robo Junior,Tennessee
18689,4-H Gear Grinders,Tennessee
18698,Error 504,Texas North
18699,The Purple Axolotls,Florida
18700,Iactate Altius,Netherlands
18710,Stanislas Tech Academy,Netherlands
18714,Hillwood Green Lightning,Tennessee
18715,Artemis,California Northern
18734,Mission Eagles1,Texas South
18735,RinGoStar,Israel
18736,Pr0t34,South Africa
18738,Moon Mechanics,Texas North
18739,Insert Team Name Here,Delaware
18740,The Ghost Monkeys,Wisconsin
18747,Instrumentality,Florida
18748,Techno Scorpions,Minnesota
18749,Kaos,Minnesota
18750,The Mechanical Wizards,Minnesota
18754,Galactic Narwhal Chicken Effect (GNCE),Massachusetts
18757,Ironmen Rho,New Jersey
18758,Ironmen Sigma,New Jersey
18759,Ironmen Tau,New Jersey
18760,Ironmen Upsilon,New Jersey
18763,Texpand,South Africa
18766,TNT Robotics - Total Nerd Team,Illinois
18773,Team Gambit,New York Excelsior
18775,St. Joe Circuit Breakers,Missouri
18792,Penguins Robotics,Chesapeake
18793,Birds of Prey,Colorado
18798,Crystal Dragons,Texas North
18799,Clean-Up Crew Robotics,British Columbia
18801,Crazy Hat People,Texas West & Panhandle
18802,Robo Renegades,Oklahoma
18808,Chemical X,Ontario
18809,Atomic Liquitabs,Ontario
18810,CHS - Wolverines Machine Rampage,Alaska
18813,FullMetal Phoenixes,Connecticut
18815,LANV Logic,Nevada
18819,T-Bird TECH,California Southern
18826,Elevated Creations,New York Long Island
18832,Burro Bots,Tennessee
18833,Megiddo Lions,Israel
18834,Franklin Simpson RoboCats JV,Kentucky
18835,Deep Blue Robotics,Chesapeake
18838,Robo's Pit Crew,Texas West & Panhandle
18840,Reynolds Roborunners,British Columbia
18841,KSS ONE,British Columbia
18843,FullMetal Merlins,Connecticut
18844,Pr0Teens,Ontario
18846,Brebotics,Ontario
18848,Westie Besties,Alaska
18849,Panthers,Pennsylvania
18850,Kill Switch,Nevada
18856,Tech Bam2,Iowa
18857,Monarch Techs,Iowa
18858,ARC - Blue,Nevada
18859,Stanislas Tech Team,Netherlands
18860,RavenStorm Robotics,Texas North
18861,Wasted Potential Energy,Texas Houston
18865,Will of the Machine,Kentucky
18871,RoboChargers - Purple,Texas North
18873,Lawrence County High School,Tennessee
18882,Mater Dei Minions,California Southern
18883,Waimea High Robotics,Hawaii
18884,Westwood Boomerang,Texas Central
18886,Westwood Atlatl,Texas Central
18898,spare_parts,New York City
18900,Sea No Evil,Texas West & Panhandle
18908,Mighty Hawks,Texas South
18909,Loretto High School,Tennessee
18911,W.A.F.F.L.E.S.,Ontario
18914,TechnoStriveZ,Chesapeake
18917,Extraordinary Aristocrat Group (E.A.G),Germany
18925,Hivemind,Massachusetts
18927,Dirty Birds,New Hampshire
18954,Viking Tech,Michigan
18959,North Valleys High School RoboPanthers,Nevada
18960,Lo-Ellen EDIT (BLUE),Ontario
18964,Avondale Aardvarks,Michigan
18965,Avondale Blobfish,Michigan
18966,Avondale Capybaras,Michigan
18967,Avondale Dingos,Michigan
18968,Avondale Emus,Michigan
18969,Avondale Flamingos,Michigan
18975,RoboSquires,Michigan
18978,SemiPlatinum Penguins,Connecticut
18984,Hurricanes505,South Carolina
18990,Irons Team 4,Texas West & Panhandle
18994,SWIFT Subterranean Sand Sharks,North Carolina
18996,S.T.A.T.I.C.,Chesapeake
19000,Everglow,Israel
19001,SYRE Robotics Team,South Africa
19010,A.S.T.R.O. Scorpions,New Mexico
19024,PMA Warriors Robotics,California Southern
19032,Irons Team 3,Texas West & Panhandle
19043,CyLiis,Romania
19044,Peppers,Romania
19047,RavenTech_HD,Romania
19048,ROBOPAPIU,Romania
19049,HighFive Robotics,Romania
19050,Form Over Function BGS,Australia
19052,Trojan.EXE,Romania
19053,Homosapiens,Romania
19054,NeuroBotix,Romania
19055,TITANS,Romania
19056,PrimeTech,Romania
19058,RO061 MODUS VIVENDI,Romania
19059,ArtRobotix,Romania
19060,InfinityEdge,Romania
19061,Boogeybots,Romania
19062,Phantom Robotics,Romania
19063,UnderConstruction,Romania
19064,Dragonic Force,Romania
19065,Inorog Team RO 152,Romania
19066,AiCitizensRO160,Romania
19067,BIONIC ROYALS,Romania
19068,ABSO-TECH,Romania
19069,Ryken Robotics,Chesapeake
19071,SmartCluster,Romania
19072,TehnoZ Junior,Romania
19073,The Emperor RO124,Romania
19074,Extropy,Romania
19075,Clockworks,Romania
19076,RoboticsTrav,Romania
19077,Robocadet,Romania
19079,PHOENIX RO026,Romania
19081,Bots' Brain,Romania
19082,RoboAS,Romania
19083,North East Dynamics,Romania
19084,S0vaTech,Romania
19086,Robocorns RO004,Romania
19087,MironoBot,Romania
19088,BROBOTS,Romania
19090,TEHROCUZ RO 067,Romania
19091,The Resistance,Romania
19092,ICLASS,Romania
19093,Infinity Bolts,Romania
19094,WizzTech RO048,Romania
19095,WireImpulse,Romania
19096,DanubeRobotics,Romania
19097,Quasar.Robotics,Romania
19098,Easten Foxes,Romania
19099,H-tech,Romania
19100,Future Tech,Romania
19101,Tech-X,Romania
19102,TheArchitechs,Romania
19103,Kronbot,Romania
19104,CyberPunk Robotics,Romania
19105,DecebalTech,Romania
19106,Dark Energy,Romania
19109,RaSky,Romania
19110,R0B0SMART,Romania
19111,TITUR0B0,Romania
19112,RO112 UNDEFINED,Romania
19115,B-RoboTeam RO 064,Romania
19116,VV Robots,Romania
19117,Robo-Sapiens,Romania
19119,InfotronX,Romania
19120,AlphaBit,Romania
19121,Tea Borgs,Romania
19131,Evolution,Romania
19134,Rodac,Romania
19137,CyberGriffs,Louisiana
19139,Snake-Tech40,Romania
19141,BraveBots,Romania
19146,TigerDroids,South Africa
19147,Blizzard Eye,Romania
19148,StefTech,Romania
19149,GCA Robotics Team,Libya
19151,TECHNO-MAISTER,Romania
19152,Brainstorms,Romania
19153,Breaker.GC,Chinese Taipei
19154,Far Far Away Kingdom,Chinese Taipei
19164,NIS 3,Kazakhstan
19167,Robo_Sapiens,New York City
19168,TOTUS 1 TUUS,Illinois
19170,MD-EVA-01,Chinese Taipei
19176,Broboti,Romania
19177,DREAMER,Chinese Taipei
19178,HERMES,Chinese Taipei
19180,CMS FTC4,Chinese Taipei
19181,ROBOTISM,Chinese Taipei
19182,ADAMAS,Chinese Taipei
19183,CMS FTC7,Chinese Taipei
19184,OVERLOOKING,Chinese Taipei
19185,WOODY FOLLOWERS,Chinese Taipei
19188,ANANINTECH,Brazil
19191,Destemidos,Brazil
19192,SPARTAN,Brazil
19193,SESI SENAI SC AgroTech,Brazil
19194,SESI SENAI SC Carvoeiros RoboTECH,Brazil
19198,Roborunners,California Southern
19207,NNKIEH-GOOD66,Chinese Taipei
19208,Obsidian Castle,Chinese Taipei
19209,Sapphire Castle,Chinese Taipei
19211,VirtualWolvesRO165,Romania
19213,Mystery,Chinese Taipei
19217,KHSM,Chinese Taipei
19218,WeLoveSTEM,Australia
19221,Aviation SHS,Australia
19227,The Brearley Bots,New Jersey
19228,Dragons,Kentucky
19234,BYTE FORCE RO037,Romania
19242,RO169 RoboPeda,Romania
19246,Cybersouls,Romania
19250,Vikingbots,Michigan
19251,Code Panthers,New York Excelsior
19256,CYBERMOON093,Romania
19257,UNplugged188,Romania
19279,UK 184 - ASL Team 1 - HS Lunch Club,United Kingdom
19280,UK 235 - ASL Team 2 - MS ASP G7,United Kingdom
19282,UK 247 - ASL Team 4 - MS ASP G8,United Kingdom
19284,UK 248 - ASL Team 5 - MS ASP G8,United Kingdom
19292,TeamPhoenix,Romania
19294,LYBOTICS Super Nova Team,Libya
19296,3MB,Australia
19298,BV Bulldogs 100,California Southern
19299,BV Bulldogs 200,California Southern
19341,Crobotics,Australia
19342,Clever Core,Romania
19347,LYBOTICS Challenge Team,Libya
19349,LYBOTICS Wise Team,Libya
19350,LYBOTICS Insistence Team,Libya
19351,LYBOTICS  Dracarys Team,Libya
19353,LYBOTICS Geniuses Team,Libya
19354,Bawader Robotics Team,Libya
19358,LYBOTICS Royal Team,Libya
19361,LYBOTICS Balacris Team,Libya
19366,CTF,Indiana
19367,Greendale Robotics:  ALIEN,Wisconsin
19368,Manufactured Chaos,Iowa
19373,Spider Byte,Washington
19377,JOEY RoboRoos,Australia
19380,Millennium Falcons,Texas Central
19382,Mimir,Michigan
19383,Freya,Michigan
19387,Lodge Grass Tech Team 2,Montana
19388,Metal Mavericks,Florida
19389,Angry Aliens,Utah
19394,Dutch Bots,Iowa
19397,Soli Deo Gloria,Massachusetts
19398,Genesis,Texas Houston
19400,Titans 1,Florida
19403,Ascend Aviators,North Carolina
19405,Ladybird Robotics Team,Libya
19408,LYBOTICS Cavalay Team,Libya
19410,Entropic Fluctuations,North Carolina
19411,Tech Tigers,Massachusetts
19412,Archytas,Texas Central
19415,C3 Robotics,Iowa
19417,Superstellar,Wisconsin
19420,BAYRAT TECHB0TZ,Texas Houston
19423,Stanford,Minnesota
19424,B.O.B.,Minnesota
19426,QHSS Cardinal Robotics,New York City
19428,Purple People Eaters,Texas West & Panhandle
19429,Infrared,Michigan
19432,The Bobs,Texas West & Panhandle
19433,Astros in the Ocean,Texas West & Panhandle
19434,Redstone.exe,Chesapeake
19436,Mancelona Ironbots,Michigan
19439,Disconnect,Oregon
19441,Verbiest Vehicles,Florida
19442,Wolverine Robotics,Florida
19443,MDR Valkyrie,British Columbia
19444,Lorentz Engineering,Netherlands
19446,Team Titans Go,Ontario
19447,Team Titans 2: Electric Boogaloo,Ontario
19448,X BOTS,Missouri
19450,Team Splitbot BGS,Australia
19451,BGS 19451,Australia
19452,Robocats,Texas Central
19453,Black Mesa,Wisconsin
19454,LYBOTICS Icons Team,Libya
19457,Crowbotics2,Australia
19458,Equilibrium.exe,Chesapeake
19459,Renaissance Rampage,Alabama
19460,Hawk Robotics --The Ryken Force,Massachusetts
19461,MDR Epsilon,British Columbia
19462,Team Beta,Connecticut
19468,FTC ALPHA DOGS,Ontario
19472,Gryphon Green,Ontario
19473,Royal Thunder Robotics,Ontario
19474,Gryphon Gold,Ontario
19477,Bit by Bit,New Jersey
19480,Ninja-neers,Australia
19486,RoboHawks,Ontario
19487,Team MineKee,Ontario
19490,SMT Titans - The 'Tita'BOTS,Ontario
19491,Masked Gator,Ontario
19498,Devolotics,Ontario
19500,RoBEARtics,Ontario
19502,The Moment Makers,Texas Houston
19505,TerraRise,California Northern
19506,Chickenators,New York Long Island
19508,Quackology,Illinois
19510,VolTech,California Southern
19514,Oakland High School,California Northern
19516,The Huskyteers,California Southern
19520,Amazon Warriors Too,Ontario
19521,DOC BOTICS,Ontario
19528,COMET TECH LANCERS,Ontario
19530,The Thunderbirds,Ontario
19531,Radiant Robotics,Ontario
19532,Beta Bears,Ontario
19539,The Tele-ops 19539,North Carolina
19541,Bearbotics Alpha,Colorado
19542,The CIA,Minnesota
19552,FIRST Canada 52 - Wiikwemkong,Ontario
19555,FIRST Canada 51 - Wikwemikong,Ontario
19556,"Arrows, Too",Massachusetts
19557,LYBOTICS Pathtech Team,Libya
19558,Aldyaa Robotics Team,Libya
19560,Brisbane Girls Grammar Junior,Australia
19561,Tiger Tech Black 19561,Michigan
19563,Boise City BattleCats,Oklahoma
19564,The Marvels of MAS,Texas North
19565,BEAM Robotics,New York Excelsior
19566,Coding the Cosmics,Minnesota
19567,Tier1,Texas North
19569,Robosapiens,New Jersey
19571,The Robo Brigade,Georgia
19572,BiFrost Bots,Texas Houston
19574,LCMS FTC Pirate Robotics Team 1,Texas West & Panhandle
19575,HCA Lions,Illinois
19584,Devil Robotics,Australia
19587,EPIC Odyssey,Texas North
19588,Starbots,Oklahoma
19589,Falcons Robotics - Green,Washington
19590,CyberNauts,Oklahoma
19591,Some Assembly Required,Texas Central
19592,Knight Owls,Texas West & Panhandle
19594,Marooned Golden Pirates,Minnesota
19595,Skeleton Crew of the Golden Pirates,Minnesota
19630,Watt Bots,Chesapeake
19631,OrEoBoTs,California Northern
19634,Royal Robotics,California Southern
19636,Bribie Hi-Tech,Australia
19637,Morayfield SHS,Australia
19639,Alphabots,California Northern
19640,Foxcroft,Chesapeake
19642,Eagles,Chesapeake
19643,Dragon Droids,New Hampshire
19646,Phoenix,Illinois
19648,Eagle Robotics Works,Illinois
19652,7ech!neers,Illinois
19653,Gryphons,California Southern
19655,Cognition,California Northern
19667,Bionic Bishops,Massachusetts
19668,HiveMind,Oklahoma
19669,Systematic Chaos,Washington
19670,Turtles Robotics,Chesapeake
19671,Brain Waves,Ohio
19679,BetaWolves FTC,Michigan
19685,Cedar Bots,Iowa
19686,Cedar Bots 2,Iowa
19687,Cedar Bots 3,Iowa
19688,Simply Machines,Pennsylvania
19690,CCC Eagles,Michigan
19692,Ctrl Alt Del,Michigan
19695,Flying Screwdrivers,New Hampshire
19696,B.O.T.S.,Texas Central
19697,S.O.U.P.,Utah
19706,Potential Energy,Minnesota
19707,NanoHawks,South Carolina
19708,The Emerald Bots,Washington
19714,Emerging Ladies Academy1,Iowa
19715,DNH Robotics,Iowa
19717,Bomb City Bots Blue,Texas West & Panhandle
19720,Crowbotics FTC,Illinois
19721,Pigeons,Ontario
19727,Roadrunner Robotics,California Northern
19728,Carbo-Knights,Arizona
19733,Frenship Middle School 1,Texas West & Panhandle
19734,Frenship Middle School 2,Texas West & Panhandle
19735,Hornet Silver,New Jersey
19736,Frenship Middle School 3,Texas West & Panhandle
19737,TI At0mic Mighty Ducks,Texas West & Panhandle
19738,TI Robo TIGERS w/Fr3d,Texas West & Panhandle
19739,TIm1nat0rs,Texas West & Panhandle
19740,4 B1LLY 2pointOH,Texas West & Panhandle
19741,L0w r1D3R,Texas West & Panhandle
19743,Definitely Human,California San Diego
19744,Astro Knights,Utah
19745,Turtle Walkers,Washington
19746,The Disruptingly Robocephalic BrainSTEM Robotic...,Texas Central
19747,DYNABYTES,New Jersey
19751,Empower 2,Georgia
19752,Mack Attack,California Northern
19753,StarStruck,Chesapeake
19757,WEGO Robotics,Illinois
19760,NIRB (North Idaho Ruby Bots),Idaho
19761,TechNoTerrors,California Northern
19762,FPC Turbo Bulldogs,Florida
19767,The Frog Series,British Columbia
19768,Overclocked,North Carolina
19769,Sentinels,British Columbia
19770,JaXon Falcon Works - Maroon,Michigan
19772,Rust in Piece,New Jersey
19774,Torque,New Hampshire
19778,Wire Monkeys,Ohio
19779,M3tal Rebels,Texas West & Panhandle
19782,Hart Robotics,Texas West & Panhandle
19783,Masters Engineering and Robotics,New York Excelsior
19784,Robotribe,New Jersey
19785,Rust Nâ Combustion,Florida
19786,Isotopes,Florida
19787,Rollin' Rebels 19787,Michigan
19792,Mighty Meadowbots Silver Team,Nevada
19793,Uncaught Exception,California San Diego
19795,Rockbotics,Mississippi
19796,Outside the BOTS,Wisconsin
19800,Dragon Byte,Washington
19801,Rogue Robotics,Texas West & Panhandle
19803,A. Philip Randolph 1,Florida
19804,Unsafe At Any Speed,Ohio
19812,Quantum Leap,California Southern
19815,The Law,Missouri
19816,IronEagles,Arizona
19818,Jade Innovations,Chesapeake
19819,AstroBruins,California Northern
19820,RoboKings,California Northern
19823,JOLLY BLUE,New Jersey
19824,Pride Robotics,Louisiana
19832,SBS R0b0tics,Chesapeake
19834,NMS Cybernetic Narwhals,Washington
19836,Hawk,Ontario
19838,Brute Force,Missouri
19841,RAMbotics,Kentucky
19844,ElectroCorns,Pennsylvania
19845,Titanium Warriors,Minnesota
19846,STEM Warriors,Mississippi
19847,R@cing Robotics Raptors,Michigan
19851,Cyber Moose,Texas West & Panhandle
19852,Platinum Platoon,Texas Central
19853,Roboteers,Texas Central
19854,Monkey Wrench,Indiana
19856,ACCESS Robotics Club,Oregon
19857,GigaBots,Texas South
19861,Robosaurus,Washington
19862,Mecha Mantises,California Northern
19865,Robo Dragons,Minnesota
19866,Desert Dwellers,California Southern
19871,Orange Tornadoes,New Jersey
19873,HHS Robotics - Error Code 502,Chesapeake
19876,N-1,Chesapeake
19882,Nuts and Volts,California Northern
19884,JLHS Huskies Engineering and Robotics 1,Texas South
19885,Phantom Panthers,Florida
19886,Bionic Bengals,Texas Central
19887,Shiner St. Paul Cardinals,Texas Central
19888,Code Alf-a,California Southern
19889,Robo-Sapiens,Delaware
19890,Distractors.exe,Chesapeake
19891,Pioneer 2,Texas Houston
19892,Digital Duks,Minnesota
19895,Dragomight,Florida
19896,Gators,California Northern
19897,Jasper Jaguar Robotics White,Texas North
19899,Walker - Information Overload[2],Georgia
19900,Qualia Robotics,California Southern
19901,Oktaha Tiger Tech Robotics,Oklahoma
19908,Laputa,Chinese Taipei
19916,The Wolf Pack Robotics Club,Florida
19917,Hardaway Robotics,Georgia
19918,Robo-Eagles,Texas Central
19920,Creek Robotics,Michigan
19921,Space Invaders,North Carolina
19922,Iron Lions,Utah
19923,Thunderbirds,Michigan
19924,The Black Swan,Utah
19925,Techno Titans,Michigan
19926,Bago Bots,Iowa
19927,DUKES ROBOTICS,Wisconsin
19929,JUGNU,Washington
19932,Westside Red,Indiana
19934,Mega Amps,Pennsylvania
19935,UHS Dynamics,Texas Central
19938,Robo Knights,Illinois
19940,TechoRaptors,Michigan
19941,M&M (Metal Masterminds).exe,Chesapeake
19942,Rusty Ducks Robotics,Colorado
19947,Nano Trojans,Texas Houston
19949,Jr. Byting Bulldogs Green,Michigan
19950,YeeYee Institute of Technology,Missouri
19951,Ð¡Ð»Ð°Ð²Ð° Ð£ÐºÑÐ°ÑÐ½Ñ,Missouri
19952,Area 51,Iowa
19953,Scrap Metal,Alaska
19954,Mario's Mechanics,Florida
19955,Robo Rangers,Texas West & Panhandle
19956,Mechanical Mayhem,Texas West & Panhandle
19957,Khaos,Texas West & Panhandle
19967,AIS Talons,Israel
19968,Joebotics White,Missouri
19969,Artificial Unintelligence,Chesapeake
19970,Bearbotics Beta,Colorado
19971,The Icosahedrons,North Carolina
19976,SCH FTC Twinkle Toes,Pennsylvania
19978,Wolverines,Iowa
19984,Hinton Short Circuits,Iowa
19987,Black Screen of Death,Georgia
19989,Wings of Steel,Kentucky
19990,Marcus de-TECH-tives,Texas North
19991,Chuckleheads,Texas North
19993,Robo-Hounds,Wisconsin
19994,Andromeda,Chesapeake
19995,Mustang Warriors,British Columbia
19996,Viking Robotics,Missouri
19997,Trouble Bubble,Florida
19998,Cristo Rey Flames/Delta CU,Georgia
19999,Wheeled Wildcats,Idaho
20000,Park Bots,Texas Houston
20005,BucketBots,Chesapeake
20012,Cadastrophe,Florida
20013,Big Schmoney,Florida
20014,THE VOID,Florida
20016,R.A.V.E.,Florida
20018,Berlin InvenTeam,New York Excelsior
20020,ScrewIt,Texas Central
20021,Robo Ducks,Washington
20022,RoBOCAts,Florida
20024,Nacho Typical Team,Iowa
20025,Esquimalt Atom Smashers,British Columbia
20027,The Granger Gurus,Indiana
20032,Cyber Machina,Minnesota
20033,Red Storm Robotics-Green,Michigan
20035,Cyber Barons,Ontario
20037,Standard Deviation,Minnesota
20038,Bronco Bots-Team 1,Alberta
20039,1 Byte @-a-Time,Texas North
20040,Work In Progress,Texas North
20043,SNGine,Romania
20045,Grey Fox,Indiana
20050,Rockets - RED,Minnesota
20051,Code Red,Texas North
20052,Sullivan STEAM Academy 1,Minnesota
20053,Sullivan STEAM Academy 2,Minnesota
20056,Syntax Terror,North Carolina
20058,Upskill,Wisconsin
20060,Explosive Aioli,Hawaii
20061,Omega 2,Hawaii
20062,Defused Kittens,Hawaii
20063,Punahou WF 1,Hawaii
20064,WolfeÂ­schlegelÂ­steinÂ­hausenÂ­bergerÂ­dorff,Hawaii
20065,Punahou WF 3,Hawaii
20066,High Explosives Experts,Hawaii
20074,Kryptonite,Arkansas
20075,CapFish,Minnesota
20076,Le Jardin Academy,Hawaii
20077,The Indubitables,Iowa
20079,MARS: Ingenuity...,Pennsylvania
20081,Smart Beacons,North Carolina
