Link,Name,Location,Start,End
USNJUCLT2,NJ 0219 Central Conference; Upper Central League Tournament,USA,2023-02-19 00:00:00,2023-02-19 00:00:00
USNYLIREQ,New York - Long Island Qualifier #4 - REMOTE,USA,2023-02-13 00:00:00,2023-02-18 00:00:00
USNYEXHJQ,NY-Excelsior John Jay Qualifier,USA,2023-02-18 00:00:00,2023-02-18 00:00:00
USOHSYQ,OH Sylvania STEM Center Qualifier,USA,2023-02-17 00:00:00,2023-02-18 00:00:00
USPAEMQ2,PA Green and Gold Qualifier,USA,2023-02-19 00:00:00,2023-02-19 00:00:00
USPAEMQ1,PA Lehigh Valley Qualifier,USA,2023-02-18 00:00:00,2023-02-18 00:00:00
USTNCMP,Tennessee State Championship,USA,2023-02-17 00:00:00,2023-02-18 00:00:00
USTXHOELLT1,TX-Houston East League Tournament,USA,2023-02-18 00:00:00,2023-02-18 00:00:00
USTXHOSELLT1,TX-Houston SE Tournament,USA,2023-02-18 00:00:00,2023-02-18 00:00:00
USTXHOWLLT,TX-Houston West League Tournament,USA,2023-02-13 00:00:00,2023-02-18 00:00:00
USTXHOCLLT,TX-Houston Central League Tournament,USA,2023-02-13 00:00:00,2023-02-18 00:00:00
USTXCEPOSQ,TX-Central Semi-Regional South,USA,2023-02-18 00:00:00,2023-02-18 00:00:00
USTXHOSWLT1,TX-Houston Southwest League Tournament,USA,2023-02-19 00:00:00,2023-02-19 00:00:00
USTXNOFMQ,TX-North Last Call Qualifier,USA,2023-02-18 00:00:00,2023-02-18 00:00:00
USTXHONLLT1,TX-Houston North League TOURNAMENT,USA,2023-02-18 00:00:00,2023-02-18 00:00:00
USTXNOATSQ,TX-North Semi-Regional SOUTH,USA,2023-02-18 00:00:00,2023-02-18 00:00:00
USWISFQ,WI Frozen Frenzy,USA,2023-02-17 00:00:00,2023-02-18 00:00:00
USWYCMP,Wyoming 2023 FTC State Championship,USA,2023-02-17 00:00:00,2023-02-18 00:00:00
CABCCMP,British Columbia Championship,Canada,2023-02-25 00:00:00,2023-02-26 00:00:00
CAONCMP,Ontario Provincial Championship,Canada,2023-02-26 00:00:00,2023-02-26 00:00:00
ONADODCMP,ONADoDEA-Europe 2023 Invitational Tournament,Germany,2023-02-24 00:00:00,2023-02-25 00:00:00
ONADODCMP1,ONADoDEA-Europe 2023 Invitational Tournament,Germany,2023-02-24 00:00:00,2023-02-25 00:00:00
JMCMP,JAMAICA National Championship,Jamaica,2023-02-24 00:00:00,2023-02-25 00:00:00
JMK6S,Jamaica Pre-Championship Scrimmage,Jamaica,2023-02-23 00:00:00,2023-02-23 00:00:00
KZCMP,Kazakhstan Central Asia FTC Regional Championship,Kazakhstan,2023-02-23 00:00:00,2023-02-25 00:00:00
LYBEQ,LY Benghazi Qualifying Competition,Libya,2023-02-24 00:00:00,2023-02-25 00:00:00
ZACMP1,South Africa National Championship,South Africa,2023-02-25 00:00:00,2023-02-25 00:00:00
USARCMP,Arkansas Championship,USA,2023-02-24 00:00:00,2023-02-25 00:00:00
USAZCMP,Arizona FIRST Tech Challenge Championship,USA,2023-02-25 00:00:00,2023-02-25 00:00:00
USCALADBQ1,CA-SoCal ILT 5 - Diamond Bar Saturday,USA,2023-02-25 00:00:00,2023-02-25 00:00:00
USCALSCMP,CALS Los Angeles Unified School District Regional Championship,USA,2023-02-25 00:00:00,2023-02-25 00:00:00
USCALADBQ2,CA-SoCal ILT 6 - Diamond Bar Sunday,USA,2023-02-26 00:00:00,2023-02-26 00:00:00
USDECMP,Delaware 2022-2023 FTC Championship,USA,2023-02-20 00:00:00,2023-02-25 00:00:00
USGACMP,Georgia State Championship,USA,2023-02-24 00:00:00,2023-02-25 00:00:00
USIDMES,ID Treasure Valley Scrimmage,USA,2023-02-25 00:00:00,2023-02-25 00:00:00
USILCMP,Illinois State Championship,USA,2023-02-24 00:00:00,2023-02-25 00:00:00
USINCMP,Indiana FIN FTC State Championship,USA,2023-02-25 00:00:00,2023-02-25 00:00:00
USNJSOLT2,NJ 0225 Deep South Conference; Southern League Tournament,USA,2023-02-25 00:00:00,2023-02-25 00:00:00
USNJNOLT2,NJ 0226 East Bergen Conference; Northern League Tournament,USA,2023-02-26 00:00:00,2023-02-26 00:00:00
USOKCMP,Oklahoma Regional Championship,USA,2023-02-24 00:00:00,2023-02-25 00:00:00
USORCMPSOL,Oregon FIRST Tech Challenge Championship - Solar Division,USA,2023-02-25 00:00:00,2023-02-26 00:00:00
USORCMPHYD,Oregon FIRST Tech Challenge Championship - Hydro Division,USA,2023-02-25 00:00:00,2023-02-26 00:00:00
USSCCMP,South Carolina FTC Championship,USA,2023-02-24 00:00:00,2023-02-25 00:00:00
USTXWPCMP,Texas-West & Panhandle Regional Championship,USA,2023-02-25 00:00:00,2023-02-25 00:00:00
USTXNOCMP,TX-North Regional Championship,USA,2023-02-25 00:00:00,2023-02-25 00:00:00
USTXSOCMP3,TX SOUTH REGIONAL CHAMPIONSHIP,USA,2023-02-22 00:00:00,2023-02-25 00:00:00
USTXHOCMP,Texas-Houston East FTC Regional Championship,USA,2023-02-25 00:00:00,2023-02-25 00:00:00
USTXCECMP2,TX-Central Regional Championship,USA,2023-02-24 00:00:00,2023-02-25 00:00:00
USUTSJQ2,UT AAI 2nd Qualifier,USA,2023-02-25 00:00:00,2023-02-25 00:00:00
CAABCMP,Alberta Championship,Canada,2023-03-04 00:00:00,2023-03-05 00:00:00
CNCMP,China FTC Championship,China,2023-02-22 00:00:00,2023-02-28 00:00:00
LYCMP,Libya Regional Championship,Libya,2023-03-03 00:00:00,2023-03-04 00:00:00
ROCMP1,RO NATIONAL CHAMPIONSHIP - FTC ROMANIA,Romania,2023-03-03 00:00:00,2023-03-05 00:00:00
USALCMP,Alabama State Championship,USA,2023-03-03 00:00:00,2023-03-04 00:00:00
USCANOCMP,California-NorCal FTC Regional Championship,USA,2023-03-04 00:00:00,2023-03-05 00:00:00
USFLCMP,Florida Championship,USA,2023-03-03 00:00:00,2023-03-04 00:00:00
USIACMP,Iowa Championship,USA,2023-03-03 00:00:00,2023-03-04 00:00:00
USLACMP,Louisiana Regional Championship,USA,2023-03-03 00:00:00,2023-03-04 00:00:00
USMACMP,Massachusetts State Championship,USA,2023-03-05 00:00:00,2023-03-05 00:00:00
USMOKSCMP,Missouri Kansas Regional Championship,USA,2023-03-04 00:00:00,2023-03-04 00:00:00
USMSCMP,Mississippi Championship,USA,2023-03-03 00:00:00,2023-03-04 00:00:00
USNVCMP,Nevada Championship,USA,2023-03-03 00:00:00,2023-03-04 00:00:00
USNYEXCMP,New York-Excelsior MVCC Utica Championship,USA,2023-03-05 00:00:00,2023-03-05 00:00:00
USNYNYCMP,New York-NYC CHAMPIONSHIP,USA,2023-03-05 00:00:00,2023-03-05 00:00:00
USORCMP2,OR Regional Championship,USA,2023-02-25 00:00:00,2023-03-03 00:00:00
USPACMP,Pennsylvania FTC Championship,USA,2023-03-01 00:00:00,2023-03-04 00:00:00
USRICMP,Rhode Island FTC Championship,USA,2023-03-04 00:00:00,2023-03-04 00:00:00
USUTPCQ,UT Park City High School Qualifier,USA,2023-03-04 00:00:00,2023-03-04 00:00:00
CYCMP,Cyprus FTC Championship 2023,Cyprus,2023-03-11 00:00:00,2023-03-12 00:00:00
INCMP,FIRST Tech Challenge India Championship,India,2023-03-10 00:00:00,2023-03-12 00:00:00
QACMP,Qatar FIRST Tech Challenge 2023 Championship,Qatar,2023-03-08 00:00:00,2023-03-09 00:00:00
GBBEQ,GB Northern Ireland Regional,United Kingdom,2023-03-10 00:00:00,2023-03-10 00:00:00
ONADODFE23LT,DoDEA Pacific FTC,USA,2023-03-07 00:00:00,2023-03-08 00:00:00
USCASDCMP,CA- San Diego Regional Championship,USA,2023-03-12 00:00:00,2023-03-12 00:00:00
USCALACMP,California SoCal Championship,USA,2023-03-11 00:00:00,2023-03-11 00:00:00
USIDCMP,Idaho FIRST Tech Challenge State Championship,USA,2023-03-10 00:00:00,2023-03-11 00:00:00
USNJCMP,New Jersey State Championship-NJ0312,USA,2023-03-12 00:00:00,2023-03-12 00:00:00
USNYLICMP,New York - Long Island Championship,USA,2023-03-12 00:00:00,2023-03-12 00:00:00
USOHCMP,Ohio FIRST Tech Challenge State Championship,USA,2023-03-09 00:00:00,2023-03-11 00:00:00
USUTCMP,Utah Championship,USA,2023-03-11 00:00:00,2023-03-11 00:00:00
USWICMP,Wisconsin Championship,USA,2023-03-11 00:00:00,2023-03-11 00:00:00
BRCMP,Brazil FTC National Tournament,Brazil,2023-03-16 00:00:00,2023-03-18 00:00:00
EGALS,Egypt Scrimmage,Egypt,2023-03-13 00:00:00,2023-03-14 00:00:00
SACMP,Saudi Arabia FIRST Tech Challenge Championship - KSA,Saudi Arabia,2023-03-18 00:00:00,2023-03-22 00:00:00
GBLOQ,GB South East Regional,United Kingdom,2023-03-25 00:00:00,2023-03-25 00:00:00
GBCOQ,West Midlands Regional,United Kingdom,2023-03-26 00:00:00,2023-03-26 00:00:00
USTXSOCMP2,FIRST in Texas State Championship,USA,2023-03-25 00:00:00,2023-03-26 00:00:00
USTXSOCMP,FIRST in Texas UIL State 1A-4A,USA,2023-03-24 00:00:00,2023-03-24 00:00:00
USTXSOBES,FIRST in Texas UIL State 6A,USA,2023-03-24 00:00:00,2023-03-25 00:00:00
USTXCECMP,FIRST in Texas FTC State Championship,USA,2023-03-20 00:00:00,2023-03-26 00:00:00
USTXSOBEOS,FIRST in Texas UIL State 5A,USA,2023-03-24 00:00:00,2023-03-24 00:00:00
CNDIS,Dianjian Peony Cup,China,2023-04-01 00:00:00,2023-04-02 00:00:00
GBREQ,GB Remote Regional,United Kingdom,2023-03-23 00:00:00,2023-03-29 00:00:00
USTXCECCS,TX-Central Buc Days 2023 Robot Rodeo,USA,2023-05-13 00:00:00,2023-05-13 00:00:00
FTCCMP1,FIRST Championship - Houston - World Championship - FIRST Tech Challenge,USA,2023-04-18 00:00:00,2023-04-22 00:00:00
