OPR1,Auto1,CCWM1,OPR2,Auto2,CCWM2,OPR3,Auto3,CCWM3,OPR4,Auto4,CCWM4,score1,score2,diff
118.988,19.975,63.553,39.388,14.695,-39.469,18.898,9.755,-114.183,29.788,6.77,-53.606,160,18,142
115.519,38.4,61.35,94.299,19.306,11.7,54.586,6.803,-6.291,148.439,49.4,68.511,201,175,26
47.055,17.741,-12.995,95.738,16.676,38.929,41.387,11.706,-29.607,60.654,20.018,-22.477,123,81,42
38.334,10.187,-46.313,124.841,32.146,15.119,90.872,37.207,-4.081,154.722,35.06,125.935,116,239,-123
106.34,25.6,63.507,83.731,16.317,-50.242,93.501,36.247,30.832,58.416,5.214,-45.176,156,197,-41
82.143,13.368,-23.48,73.762,9.6,-4.086,89.262,22.908,-21.342,62.396,19.972,-33.847,179,172,7
88.488,27.902,36.779,95.738,16.676,38.929,29.788,6.77,-53.606,60.817,6.732,7.623,150,112,38
148.439,49.4,68.511,60.654,20.018,-22.477,38.334,10.187,-46.313,39.388,14.695,-39.469,234,111,123
54.586,6.803,-6.291,93.501,36.247,30.832,41.387,11.706,-29.607,118.988,19.975,63.553,118,138,-20
73.762,9.6,-4.086,18.898,9.755,-114.183,106.34,25.6,63.507,115.519,38.4,61.35,91,250,-159
89.262,22.908,-21.342,60.817,6.732,7.623,124.841,32.146,15.119,47.055,17.741,-12.995,150,182,-32
90.872,37.207,-4.081,94.299,19.306,11.7,83.731,16.317,-50.242,82.143,13.368,-23.48,174,182,-8
62.396,19.972,-33.847,58.416,5.214,-45.176,154.722,35.06,125.935,88.488,27.902,36.779,61,273,-212
41.387,11.706,-29.607,38.334,10.187,-46.313,29.788,6.77,-53.606,73.762,9.6,-4.086,119,67,52
39.388,14.695,-39.469,124.841,32.146,15.119,95.738,16.676,38.929,106.34,25.6,63.507,136,231,-95
115.519,38.4,61.35,90.872,37.207,-4.081,89.262,22.908,-21.342,93.501,36.247,30.832,191,161,30
60.654,20.018,-22.477,154.722,35.06,125.935,60.817,6.732,7.623,82.143,13.368,-23.48,198,80,118
148.439,49.4,68.511,88.488,27.902,36.779,118.988,19.975,63.553,83.731,16.317,-50.242,246,205,41
62.396,19.972,-33.847,94.299,19.306,11.7,18.898,9.755,-114.183,47.055,17.741,-12.995,208,115,93
54.586,6.803,-6.291,89.262,22.908,-21.342,58.416,5.214,-45.176,29.788,6.77,-53.606,149,117,32
82.143,13.368,-23.48,41.387,11.706,-29.607,124.841,32.146,15.119,115.519,38.4,61.35,125,264,-139
39.388,14.695,-39.469,93.501,36.247,30.832,88.488,27.902,36.779,73.762,9.6,-4.086,98,148,-50
90.872,37.207,-4.081,106.34,25.6,63.507,60.654,20.018,-22.477,62.396,19.972,-33.847,201,83,118
18.898,9.755,-114.183,58.416,5.214,-45.176,95.738,16.676,38.929,148.439,49.4,68.511,51,265,-214
83.731,16.317,-50.242,47.055,17.741,-12.995,154.722,35.06,125.935,54.586,6.803,-6.291,119,240,-121
60.817,6.732,7.623,118.988,19.975,63.553,94.299,19.306,11.7,38.334,10.187,-46.313,194,95,99
29.788,6.77,-53.606,60.654,20.018,-22.477,93.501,36.247,30.832,124.841,32.146,15.119,144,260,-116
41.387,11.706,-29.607,89.262,22.908,-21.342,148.439,49.4,68.511,106.34,25.6,63.507,127,228,-101
88.488,27.902,36.779,18.898,9.755,-114.183,82.143,13.368,-23.48,54.586,6.803,-6.291,117,159,-42
60.817,6.732,7.623,83.731,16.317,-50.242,62.396,19.972,-33.847,39.388,14.695,-39.469,172,130,42
47.055,17.741,-12.995,115.519,38.4,61.35,58.416,5.214,-45.176,38.334,10.187,-46.313,135,109,26
95.738,16.676,38.929,118.988,19.975,63.553,73.762,9.6,-4.086,90.872,37.207,-4.081,219,194,25
154.722,35.06,125.935,29.788,6.77,-53.606,94.299,19.306,11.7,41.387,11.706,-29.607,148,142,6
73.964,22.319,24.785,140.12,35.723,97.006,15.129,12.546,-73.102,93.47,29.981,-18.012,214,136,78
85.737,23.747,-30.279,64.331,13.898,3.436,68.613,7.269,21.286,94.469,6.292,-13.303,133,234,-101
42.823,-3.517,-31.659,124.281,39.385,31.083,82.507,14.493,-38.511,69.473,9.829,14.102,200,142,58
33.301,5.928,-58.034,89.034,13.462,40.494,118.361,17.842,79.644,40.741,10.917,-30.914,119,142,-23
75.87,5.85,-9.627,102.936,29.708,33.884,86.208,28.776,-16.9,114.291,40.56,17.993,216,158,58
64.081,6.695,4.484,36.479,13.012,-114.653,161.4,49.516,114.293,42.413,11.389,-11.764,81,246,-165
69.473,9.829,14.102,103.853,26.804,29.562,35.674,3.66,-62.059,73.964,22.319,24.785,138,98,40
15.129,12.546,-73.102,68.613,7.269,21.286,42.823,-3.517,-31.659,118.361,17.842,79.644,61,142,-81
86.208,28.776,-16.9,124.281,39.385,31.083,140.12,35.723,97.006,85.737,23.747,-30.279,186,273,-87
75.87,5.85,-9.627,40.741,10.917,-30.914,42.413,11.389,-11.764,94.469,6.292,-13.303,148,135,13
114.291,40.56,17.993,89.034,13.462,40.494,64.081,6.695,4.484,82.507,14.493,-38.511,189,149,40
36.479,13.012,-114.653,103.853,26.804,29.562,102.936,29.708,33.884,93.47,29.981,-18.012,162,200,-38
35.674,3.66,-62.059,64.331,13.898,3.436,161.4,49.516,114.293,33.301,5.928,-58.034,134,183,-49
69.473,9.829,14.102,15.129,12.546,-73.102,85.737,23.747,-30.279,40.741,10.917,-30.914,111,143,-32
42.413,11.389,-11.764,140.12,35.723,97.006,89.034,13.462,40.494,42.823,-3.517,-31.659,158,118,40
73.964,22.319,24.785,82.507,14.493,-38.511,68.613,7.269,21.286,102.936,29.708,33.884,171,145,26
36.479,13.012,-114.653,35.674,3.66,-62.059,114.291,40.56,17.993,118.361,17.842,79.644,89,291,-202
93.47,29.981,-18.012,161.4,49.516,114.293,124.281,39.385,31.083,75.87,5.85,-9.627,224,162,62
86.208,28.776,-16.9,94.469,6.292,-13.303,103.853,26.804,29.562,33.301,5.928,-58.034,222,182,40
102.936,29.708,33.884,64.331,13.898,3.436,69.473,9.829,14.102,64.081,6.695,4.484,133,141,-8
40.741,10.917,-30.914,82.507,14.493,-38.511,35.674,3.66,-62.059,140.12,35.723,97.006,85,191,-106
124.281,39.385,31.083,68.613,7.269,21.286,89.034,13.462,40.494,36.479,13.012,-114.653,209,137,72
33.301,5.928,-58.034,85.737,23.747,-30.279,93.47,29.981,-18.012,42.823,-3.517,-31.659,137,129,8
94.469,6.292,-13.303,114.291,40.56,17.993,161.4,49.516,114.293,73.964,22.319,24.785,148,263,-115
118.361,17.842,79.644,75.87,5.85,-9.627,103.853,26.804,29.562,64.081,6.695,4.484,165,164,1
42.413,11.389,-11.764,86.208,28.776,-16.9,64.331,13.898,3.436,15.129,12.546,-73.102,123,98,25
89.034,13.462,40.494,102.936,29.708,33.884,85.737,23.747,-30.279,35.674,3.66,-62.059,212,67,145
33.301,5.928,-58.034,69.473,9.829,14.102,140.12,35.723,97.006,68.613,7.269,21.286,55,171,-116
40.741,10.917,-30.914,42.823,-3.517,-31.659,103.853,26.804,29.562,161.4,49.516,114.293,91,238,-147
36.479,13.012,-114.653,73.964,22.319,24.785,64.331,13.898,3.436,75.87,5.85,-9.627,80,139,-59
118.361,17.842,79.644,93.47,29.981,-18.012,82.507,14.493,-38.511,86.208,28.776,-16.9,219,200,19
124.281,39.385,31.083,64.081,6.695,4.484,94.469,6.292,-13.303,15.129,12.546,-73.102,202,60,142
85.737,23.747,-30.279,42.413,11.389,-11.764,114.291,40.56,17.993,69.473,9.829,14.102,118,243,-125
28.201,2.478,-40.111,62.619,18.164,14.669,111.505,26.353,64.476,88.576,16.483,55.776,72,210,-138
56.423,10.393,-2.232,77.454,11.446,74.206,26.507,4.41,-41.802,52.303,-2.749,-7.477,122,84,38
15.849,8.373,-51.69,41.746,6.144,36.429,16.881,5.681,-34.525,35.476,13.7,9.291,52,23,29
42.09,9.893,2.293,22.648,3.251,-0.312,12.64,5.908,-72.644,25.842,10.549,-26.316,72,70,2
14.424,-2.371,-7.923,51.342,20.394,-4.756,31.638,4.135,6.97,32.549,-1.502,-26.642,42,66,-24
16.085,10.168,-56.871,72.213,2.817,16.913,50.712,3.87,-6.241,107.675,21.812,98.518,91,185,-94
28.201,2.478,-40.111,111.505,26.353,64.476,15.849,8.373,-51.69,52.303,-2.749,-7.477,181,80,101
88.576,16.483,55.776,12.64,5.908,-72.644,41.746,6.144,36.429,56.423,10.393,-2.232,99,112,-13
35.476,13.7,9.291,77.454,11.446,74.206,14.424,-2.371,-7.923,42.09,9.893,2.293,98,52,46
22.648,3.251,-0.312,51.342,20.394,-4.756,62.619,18.164,14.669,72.213,2.817,16.913,51,119,-68
25.842,10.549,-26.316,32.549,-1.502,-26.642,16.085,10.168,-56.871,107.675,21.812,98.518,44,101,-57
26.507,4.41,-41.802,50.712,3.87,-6.241,31.638,4.135,6.97,16.881,5.681,-34.525,67,66,1
77.454,11.446,74.206,12.64,5.908,-72.644,35.476,13.7,9.291,28.201,2.478,-40.111,88,64,24
52.303,-2.749,-7.477,14.424,-2.371,-7.923,88.576,16.483,55.776,22.648,3.251,-0.312,49,109,-60
41.746,6.144,36.429,16.085,10.168,-56.871,51.342,20.394,-4.756,42.09,9.893,2.293,69,73,-4
50.712,3.87,-6.241,56.423,10.393,-2.232,107.675,21.812,98.518,15.849,8.373,-51.69,100,98,2
16.881,5.681,-34.525,25.842,10.549,-26.316,62.619,18.164,14.669,31.638,4.135,6.97,73,153,-80
32.549,-1.502,-26.642,26.507,4.41,-41.802,72.213,2.817,16.913,111.505,26.353,64.476,46,228,-182
12.64,5.908,-72.644,14.424,-2.371,-7.923,52.303,-2.749,-7.477,16.085,10.168,-56.871,78,93,-15
15.849,8.373,-51.69,88.576,16.483,55.776,51.342,20.394,-4.756,77.454,11.446,74.206,78,112,-34
107.675,21.812,98.518,31.638,4.135,6.97,22.648,3.251,-0.312,28.201,2.478,-40.111,77,43,34
25.842,10.549,-26.316,111.505,26.353,64.476,41.746,6.144,36.429,50.712,3.87,-6.241,120,88,32
62.619,18.164,14.669,32.549,-1.502,-26.642,35.476,13.7,9.291,26.507,4.41,-41.802,95,85,10
72.213,2.817,16.913,16.881,5.681,-34.525,42.09,9.893,2.293,56.423,10.393,-2.232,88,121,-33
31.638,4.135,6.97,16.085,10.168,-56.871,77.454,11.446,74.206,15.849,8.373,-51.69,32,139,-107
107.675,21.812,98.518,51.342,20.394,-4.756,111.505,26.353,64.476,12.64,5.908,-72.644,243,46,197
28.201,2.478,-40.111,41.746,6.144,36.429,26.507,4.41,-41.802,14.424,-2.371,-7.923,55,36,19
88.576,16.483,55.776,35.476,13.7,9.291,72.213,2.817,16.913,25.842,10.549,-26.316,145,68,77
52.303,-2.749,-7.477,62.619,18.164,14.669,42.09,9.893,2.293,50.712,3.87,-6.241,91,88,3
56.423,10.393,-2.232,16.881,5.681,-34.525,32.549,-1.502,-26.642,22.648,3.251,-0.312,56,81,-25
35.745,16.275,-7.576,19.969,-5.919,-33.949,13.942,2.93,-28.001,63.902,13.493,40.605,39,84,-45
48.565,13.733,12.206,16.091,0.885,-23.458,1.009,-7.147,-25.355,72.723,26.919,28.259,39,46,-7
17.435,12.683,-59.357,23.179,4.303,-13.685,33.001,22.945,-15.977,28.57,0.736,-23.815,37,65,-28
37.49,-1.399,-11.959,60.587,20.934,13.955,48.083,16.12,5.687,87.057,7.917,69.054,70,118,-48
44.583,15.528,11.858,83.295,24.586,46.468,27.508,13.582,-52.944,22.672,-10.131,19.975,113,15,98
79.037,26.804,13.355,25.763,3.933,-37.565,55.542,11.006,6.798,22.33,12.566,-12.368,100,72,28
6.857,-1.711,-69.297,26.094,5.33,14.95,46.597,22.708,-46.612,19.685,-1.193,-9.828,67,31,36
40.262,20.051,32.039,91.62,20.298,43.684,55.407,15.025,-4.712,24.093,13.385,-13.344,143,46,97
87.372,20.615,48.387,57.808,9.837,2.737,34.517,11.067,-2.208,90.012,22.946,38.362,134,149,-15
66.587,21.802,25.414,13.942,2.93,-28.001,1.009,-7.147,-25.355,37.49,-1.399,-11.959,43,69,-26
60.587,20.934,13.955,27.508,13.582,-52.944,35.745,16.275,-7.576,33.001,22.945,-15.977,86,87,-1
28.57,0.736,-23.815,22.33,12.566,-12.368,72.723,26.919,28.259,22.672,-10.131,19.975,23,121,-98
26.094,5.33,14.95,23.179,4.303,-13.685,63.902,13.493,40.605,16.091,0.885,-23.458,35,87,-52
44.583,15.528,11.858,91.62,20.298,43.684,19.969,-5.919,-33.949,48.565,13.733,12.206,138,81,57
87.057,7.917,69.054,55.542,11.006,6.798,57.808,9.837,2.737,6.857,-1.711,-69.297,166,52,114
90.012,22.946,38.362,40.262,20.051,32.039,19.685,-1.193,-9.828,17.435,12.683,-59.357,137,38,99
24.093,13.385,-13.344,48.083,16.12,5.687,87.372,20.615,48.387,25.763,3.933,-37.565,84,100,-16
46.597,22.708,-46.612,34.517,11.067,-2.208,83.295,24.586,46.468,66.587,21.802,25.414,81,162,-81
55.407,15.025,-4.712,60.587,20.934,13.955,79.037,26.804,13.355,13.942,2.93,-28.001,139,120,19
91.62,20.298,43.684,33.001,22.945,-15.977,63.902,13.493,40.605,72.723,26.919,28.259,92,143,-51
55.542,11.006,6.798,26.094,5.33,14.95,28.57,0.736,-23.815,35.745,16.275,-7.576,94,87,7
16.091,0.885,-23.458,37.49,-1.399,-11.959,57.808,9.837,2.737,19.969,-5.919,-33.949,61,134,-73
22.672,-10.131,19.975,48.565,13.733,12.206,23.179,4.303,-13.685,40.262,20.051,32.039,86,57,29
24.093,13.385,-13.344,34.517,11.067,-2.208,17.435,12.683,-59.357,1.009,-7.147,-25.355,70,2,68
48.083,16.12,5.687,79.037,26.804,13.355,44.583,15.528,11.858,46.597,22.708,-46.612,195,107,88
66.587,21.802,25.414,22.33,12.566,-12.368,19.685,-1.193,-9.828,87.372,20.615,48.387,96,107,-11
90.012,22.946,38.362,55.407,15.025,-4.712,83.295,24.586,46.468,6.857,-1.711,-69.297,122,86,36
87.057,7.917,69.054,72.723,26.919,28.259,25.763,3.933,-37.565,27.508,13.582,-52.944,176,59,117
28.57,0.736,-23.815,37.49,-1.399,-11.959,63.902,13.493,40.605,48.565,13.733,12.206,67,107,-40
23.179,4.303,-13.685,57.808,9.837,2.737,24.093,13.385,-13.344,60.587,20.934,13.955,62,91,-29
22.672,-10.131,19.975,13.942,2.93,-28.001,34.517,11.067,-2.208,26.094,5.33,14.95,37,25,12
55.542,11.006,6.798,48.083,16.12,5.687,16.091,0.885,-23.458,66.587,21.802,25.414,74,100,-26
17.435,12.683,-59.357,6.857,-1.711,-69.297,87.372,20.615,48.387,91.62,20.298,43.684,40,203,-163
27.508,13.582,-52.944,40.262,20.051,32.039,22.33,12.566,-12.368,46.597,22.708,-46.612,56,97,-41
25.763,3.933,-37.565,44.583,15.528,11.858,90.012,22.946,38.362,35.745,16.275,-7.576,81,122,-41
83.295,24.586,46.468,1.009,-7.147,-25.355,79.037,26.804,13.355,87.057,7.917,69.054,102,145,-43
19.685,-1.193,-9.828,55.407,15.025,-4.712,33.001,22.945,-15.977,19.969,-5.919,-33.949,108,70,38
48.565,13.733,12.206,55.542,11.006,6.798,13.942,2.93,-28.001,24.093,13.385,-13.344,108,42,66
22.672,-10.131,19.975,63.902,13.493,40.605,6.857,-1.711,-69.297,48.083,16.12,5.687,81,22,59
91.62,20.298,43.684,34.517,11.067,-2.208,60.587,20.934,13.955,28.57,0.736,-23.815,126,90,36
57.808,9.837,2.737,44.583,15.528,11.858,26.094,5.33,14.95,17.435,12.683,-59.357,89,47,42
1.009,-7.147,-25.355,90.012,22.946,38.362,27.508,13.582,-52.944,23.179,4.303,-13.685,87,94,-7
19.969,-5.919,-33.949,79.037,26.804,13.355,40.262,20.051,32.039,87.372,20.615,48.387,30,128,-98
72.723,26.919,28.259,35.745,16.275,-7.576,55.407,15.025,-4.712,66.587,21.802,25.414,88,123,-35
16.091,0.885,-23.458,33.001,22.945,-15.977,22.33,12.566,-12.368,87.057,7.917,69.054,43,108,-65
25.763,3.933,-37.565,19.685,-1.193,-9.828,37.49,-1.399,-11.959,83.295,24.586,46.468,47,110,-63
46.597,22.708,-46.612,63.902,13.493,40.605,91.62,20.298,43.684,55.542,11.006,6.798,102,143,-41
66.434,25.668,-13.348,80.972,11.292,30.951,47.329,15.159,2.378,68.116,20.863,-16.495,143,86,57
49.563,10.908,-38.469,7.765,-3.589,-42.145,18.078,-0.727,-58.74,87.208,12.8,39.097,65,94,-29
55.283,12.292,37.867,113.217,29.744,59.59,28.271,8.718,-66.606,22.838,1.204,-28.796,167,17,150
156.197,38.38,154.603,7.547,1.071,-39.33,43.275,18.182,-44.973,-1.426,-0.549,-46.078,171,12,159
-11.974,-3.813,-63.561,27.802,1.816,-34.86,69.166,20.421,89.797,53.795,12.486,-50.975,22,101,-79
36.75,6.139,-79.351,31.983,1.756,-15.479,92.086,16.996,36.55,108.601,38.958,118.998,59,208,-149
103.37,21.096,30.979,8.337,-1.581,6.022,39.779,10.473,-20.621,83.438,14.035,52.997,94,103,-9
49.563,10.908,-38.469,55.283,12.292,37.867,80.972,11.292,30.951,47.329,15.159,2.378,41,150,-109
68.116,20.863,-16.495,43.275,18.182,-44.973,113.217,29.744,59.59,18.078,-0.727,-58.74,162,131,31
22.838,1.204,-28.796,66.434,25.668,-13.348,53.795,12.486,-50.975,156.197,38.38,154.603,107,217,-110
108.601,38.958,118.998,87.208,12.8,39.097,27.802,1.816,-34.86,7.547,1.071,-39.33,166,3,163
83.438,14.035,52.997,103.37,21.096,30.979,7.765,-3.589,-42.145,36.75,6.139,-79.351,205,41,164
69.166,20.421,89.797,92.086,16.996,36.55,28.271,8.718,-66.606,39.779,10.473,-20.621,187,48,139
31.983,1.756,-15.479,-1.426,-0.549,-46.078,8.337,-1.581,6.022,-11.974,-3.813,-63.561,16,5,11
68.116,20.863,-16.495,53.795,12.486,-50.975,156.197,38.38,154.603,49.563,10.908,-38.469,75,245,-170
22.838,1.204,-28.796,18.078,-0.727,-58.74,80.972,11.292,30.951,27.802,1.816,-34.86,78,137,-59
47.329,15.159,2.378,43.275,18.182,-44.973,103.37,21.096,30.979,108.601,38.958,118.998,80,204,-124
113.217,29.744,59.59,39.779,10.473,-20.621,36.75,6.139,-79.351,7.547,1.071,-39.33,162,57,105
7.765,-3.589,-42.145,31.983,1.756,-15.479,55.283,12.292,37.867,69.166,20.421,89.797,30,125,-95
8.337,-1.581,6.022,28.271,8.718,-66.606,87.208,12.8,39.097,-11.974,-3.813,-63.561,51,90,-39
-1.426,-0.549,-46.078,66.434,25.668,-13.348,83.438,14.035,52.997,92.086,16.996,36.55,67,166,-99
156.197,38.38,154.603,47.329,15.159,2.378,18.078,-0.727,-58.74,27.802,1.816,-34.86,161,29,132
53.795,12.486,-50.975,113.217,29.744,59.59,80.972,11.292,30.951,103.37,21.096,30.979,168,177,-9
31.983,1.756,-15.479,39.779,10.473,-20.621,43.275,18.182,-44.973,22.838,1.204,-28.796,114,62,52
87.208,12.8,39.097,55.283,12.292,37.867,36.75,6.139,-79.351,68.116,20.863,-16.495,207,122,85
108.601,38.958,118.998,7.765,-3.589,-42.145,-1.426,-0.549,-46.078,28.271,8.718,-66.606,128,58,70
66.434,25.668,-13.348,69.166,20.421,89.797,8.337,-1.581,6.022,49.563,10.908,-38.469,120,56,64
-11.974,-3.813,-63.561,92.086,16.996,36.55,7.547,1.071,-39.33,83.438,14.035,52.997,60,112,-52
47.329,15.159,2.378,53.795,12.486,-50.975,31.983,1.756,-15.479,113.217,29.744,59.59,162,137,25
87.208,12.8,39.097,80.972,11.292,30.951,39.779,10.473,-20.621,156.197,38.38,154.603,130,185,-55
27.802,1.816,-34.86,103.37,21.096,30.979,68.116,20.863,-16.495,28.271,8.718,-66.606,146,105,41
22.838,1.204,-28.796,36.75,6.139,-79.351,-1.426,-0.549,-46.078,69.166,20.421,89.797,43,79,-36
92.086,16.996,36.55,8.337,-1.581,6.022,43.275,18.182,-44.973,7.765,-3.589,-42.145,97,45,52
7.547,1.071,-39.33,18.078,-0.727,-58.74,66.434,25.668,-13.348,55.283,12.292,37.867,17,122,-105
83.438,14.035,52.997,-11.974,-3.813,-63.561,108.601,38.958,118.998,49.563,10.908,-38.469,62,177,-115
40.961,15.788,-11.244,34.709,0.881,10.981,-7.55,-10.794,-75.556,53.597,25.777,12.049,43,28,15
30.457,8.842,-15.041,-9.197,-8.915,-81.629,67.153,27.026,45.232,42.826,-6.43,8.013,11,109,-98
66.597,21.123,9.049,37.892,1.129,-4.157,41.965,-4.87,2.138,118.494,36.246,80.94,61,149,-88
60.273,11.173,3.754,28.545,10.296,-37.236,55.094,12.222,11.718,43.651,14.535,-33.967,101,61,40
36.003,18.32,-34.693,61.131,12.963,39.657,21.173,8.744,-53.595,52.459,23.028,21.015,81,72,9
69.847,27.698,42.179,42.686,6.455,-4.326,39.743,27.059,-22.277,54.304,5.973,6.855,109,64,45
57.294,3.048,16.817,-1.82,0.204,-94.434,68.887,13.593,34.275,46.102,13.824,-0.184,22,118,-96
65.337,26.797,36.281,41.695,3.181,-23.494,78.249,17.048,30.756,99.403,18.062,80.3,75,168,-93
73.01,16.785,25.604,32.671,11.524,14.081,47.215,7.305,11.212,46.706,14.584,-24.821,70,68,2
40.961,15.788,-11.244,34.704,2.09,-50.889,76.088,15.353,29.619,118.494,36.246,80.94,98,182,-84
41.965,-4.87,2.138,67.153,27.026,45.232,43.651,14.535,-33.967,-7.55,-10.794,-75.556,90,52,38
42.826,-6.43,8.013,52.459,23.028,21.015,37.892,1.129,-4.157,69.847,27.698,42.179,73,101,-28
34.709,0.881,10.981,61.131,12.963,39.657,68.887,13.593,34.275,-9.197,-8.915,-81.629,95,37,58
54.304,5.973,6.855,66.597,21.123,9.049,53.597,25.777,12.049,46.102,13.824,-0.184,150,110,40
46.706,14.584,-24.821,99.403,18.062,80.3,28.545,10.296,-37.236,39.743,27.059,-22.277,181,63,118
36.003,18.32,-34.693,-1.82,0.204,-94.434,65.337,26.797,36.281,47.215,7.305,11.212,23,195,-172
57.294,3.048,16.817,73.01,16.785,25.604,21.173,8.744,-53.595,41.695,3.181,-23.494,153,79,74
32.671,11.524,14.081,55.094,12.222,11.718,34.704,2.09,-50.889,30.457,8.842,-15.041,72,46,26
60.273,11.173,3.754,42.686,6.455,-4.326,78.249,17.048,30.756,76.088,15.353,29.619,70,118,-48
66.597,21.123,9.049,68.887,13.593,34.275,43.651,14.535,-33.967,42.826,-6.43,8.013,146,90,56
-7.55,-10.794,-75.556,39.743,27.059,-22.277,61.131,12.963,39.657,37.892,1.129,-4.157,29,133,-104
28.545,10.296,-37.236,47.215,7.305,11.212,52.459,23.028,21.015,40.961,15.788,-11.244,58,64,-6
46.102,13.824,-0.184,65.337,26.797,36.281,69.847,27.698,42.179,-9.197,-8.915,-81.629,105,44,61
99.403,18.062,80.3,54.304,5.973,6.855,34.704,2.09,-50.889,73.01,16.785,25.604,127,101,26
41.965,-4.87,2.138,78.249,17.048,30.756,46.706,14.584,-24.821,57.294,3.048,16.817,195,62,133
118.494,36.246,80.94,30.457,8.842,-15.041,60.273,11.173,3.754,36.003,18.32,-34.693,175,104,71
76.088,15.353,29.619,34.709,0.881,10.981,67.153,27.026,45.232,21.173,8.744,-53.595,130,104,26
53.597,25.777,12.049,55.094,12.222,11.718,-1.82,0.204,-94.434,42.686,6.455,-4.326,122,80,42
41.695,3.181,-23.494,39.743,27.059,-22.277,32.671,11.524,14.081,40.961,15.788,-11.244,79,123,-44
47.215,7.305,11.212,-7.55,-10.794,-75.556,99.403,18.062,80.3,66.597,21.123,9.049,27,177,-150
68.887,13.593,34.275,69.847,27.698,42.179,78.249,17.048,30.756,34.704,2.09,-50.889,174,91,83
30.457,8.842,-15.041,46.706,14.584,-24.821,61.131,12.963,39.657,65.337,26.797,36.281,79,119,-40
46.102,13.824,-0.184,41.965,-4.87,2.138,73.01,16.785,25.604,42.826,-6.43,8.013,50,134,-84
118.494,36.246,80.94,21.173,8.744,-53.595,43.651,14.535,-33.967,54.304,5.973,6.855,146,120,26
57.294,3.048,16.817,37.892,1.129,-4.157,53.597,25.777,12.049,28.545,10.296,-37.236,107,75,32
42.686,6.455,-4.326,32.671,11.524,14.081,34.709,0.881,10.981,36.003,18.32,-34.693,73,82,-9
-1.82,0.204,-94.434,67.153,27.026,45.232,41.695,3.181,-23.494,60.273,11.173,3.754,77,112,-35
-9.197,-8.915,-81.629,76.088,15.353,29.619,55.094,12.222,11.718,52.459,23.028,21.015,91,155,-64
66.597,21.123,9.049,78.249,17.048,30.756,30.457,8.842,-15.041,73.01,16.785,25.604,138,105,33
43.651,14.535,-33.967,40.961,15.788,-11.244,99.403,18.062,80.3,61.131,12.963,39.657,75,151,-76
28.545,10.296,-37.236,-7.55,-10.794,-75.556,118.494,36.246,80.94,69.847,27.698,42.179,39,180,-141
21.173,8.744,-53.595,65.337,26.797,36.281,37.892,1.129,-4.157,32.671,11.524,14.081,50,75,-25
46.706,14.584,-24.821,46.102,13.824,-0.184,34.709,0.881,10.981,60.273,11.173,3.754,124,98,26
-9.197,-8.915,-81.629,34.704,2.09,-50.889,39.743,27.059,-22.277,57.294,3.048,16.817,51,138,-87
47.215,7.305,11.212,68.887,13.593,34.275,55.094,12.222,11.718,67.153,27.026,45.232,90,115,-25
42.826,-6.43,8.013,53.597,25.777,12.049,41.695,3.181,-23.494,36.003,18.32,-34.693,98,86,12
54.304,5.973,6.855,76.088,15.353,29.619,-1.82,0.204,-94.434,41.965,-4.87,2.138,136,34,102
52.459,23.028,21.015,43.651,14.535,-33.967,42.686,6.455,-4.326,66.597,21.123,9.049,102,109,-7
111.937,31.157,21.747,110.085,36.3,6.102,66.708,22.168,-45.642,123.71,48.699,-21.239,261,133,128
127.051,38.007,10.78,88.815,30.105,-17.608,92.458,22.454,-15.406,107.15,38.623,37.473,156,196,-40
103.403,28.105,9.255,116.436,36.725,40.94,72.245,28.473,-34.425,88.681,18.269,-14.392,181,141,40
96.587,37.26,-10.141,96.355,23.167,4.47,121.285,39.574,12.42,122.144,36.161,-0.491,145,260,-115
112.841,32.099,21.376,62.218,15.277,-34.933,138.736,36.713,22.92,113.509,38.332,3.835,140,192,-52
104.422,33.494,-28.131,114.289,26.915,16.4,127.174,49.084,17.413,100.275,26.353,-8.176,228,248,-20
137.5,43.868,5.515,113.312,35.167,17.033,135.663,45.287,11.748,91.582,22.604,-6.131,262,221,41
89.181,34.36,-37.619,161.892,40.867,65.168,111.111,30.05,-6.132,77.323,24.349,-53.916,245,159,86
110.284,38.437,-2.114,119.534,39.282,40.551,98.171,27.202,-26.578,101.553,35.845,-26.239,234,195,39
79.201,18.815,-25.487,109.968,27.744,19.737,122.758,37.566,-6.983,125.078,26.667,36.901,153,171,-18
121.285,39.574,12.42,92.458,22.454,-15.406,88.681,18.269,-14.392,122.144,36.161,-0.491,217,206,11
62.218,15.277,-34.933,66.708,22.168,-45.642,88.815,30.105,-17.608,96.355,23.167,4.47,154,229,-75
113.509,38.332,3.835,72.245,28.473,-34.425,114.289,26.915,16.4,107.15,38.623,37.473,137,234,-97
123.71,48.699,-21.239,135.663,45.287,11.748,100.275,26.353,-8.176,96.587,37.26,-10.141,269,251,18
91.582,22.604,-6.131,104.422,33.494,-28.131,116.436,36.725,40.94,112.841,32.099,21.376,120,254,-134
101.553,35.845,-26.239,113.312,35.167,17.033,89.181,34.36,-37.619,103.403,28.105,9.255,223,225,-2
127.051,38.007,10.78,161.892,40.867,65.168,138.736,36.713,22.92,122.758,37.566,-6.983,432,339,93
